Rating,MRP,Processor,Display,OS,Brand,RAMSize,RAMType,Storage_HDD,Storage_SSD
4.3,108250.0,Ryzen 7 Octa Core Processor,40.89,Windows,HP,16,DDR4 ,0,1000
4.3,389990.0,Intel Core i9 Processor,43.94,Windows,MSI,32,DDR5 ,0,2000
3.7,67224.0,Intel Core i5 Processor,39.62,Windows,DELL,16,DDR4 ,0,512
4.4,114990.0,Ryzen 7 Octa Core Processor,39.62,Windows,ACER,16,DDR4 ,1000,256
4.2,69990.0,Intel Core i5 Processor,39.62,Windows,HP,16,DDR4 ,0,512
4.5,69990.0,Ryzen 5 Hexa Core Processor,35.56,DOS,LENOVO,8,DDR4 ,0,512
4.4,37990.0,Ryzen 3 Dual Core Processor,39.62,Windows,LENOVO,8,DDR4 ,0,256
4.2,36990.0,Intel Core i5 Processor,35.56,Windows,INFINIX,8,LPDDR4X ,0,512
4.2,29980.0,Intel Celeron Dual Core Processor,29.46,Windows,ASUS,4,DDR4 ,0,128
4.2,41600.0,Ryzen 3 Dual Core Processor,39.62,Windows,DELL,8,DDR4 ,0,512
4.3,61986.0,Intel Core i5 Processor,39.62,Windows,ASUS,8,DDR4 ,0,512
4.3,38999.0,Ryzen 3 Dual Core Processor,39.62,Windows,HP,8,DDR4 ,0,256
4.3,31990.0,Intel Core i3 Processor,35.56,Windows,LENOVO,4,DDR4 ,0,256
4.1,46990.0,Intel Core i5 Processor,39.62,Windows,ASUS,8,DDR4 ,0,512
4.1,37990.0,Intel Core i5 Processor,35.56,Windows,INFINIX,8,LPDDR4X ,0,512
4.5,61490.0,Ryzen 5 Hexa Core Processor,39.62,Windows,ACER,8,DDR4 ,1000,256
4.6,109990.0,Ryzen 7 Octa Core Processor,39.62,Windows,HP,16,DDR4 ,0,1000
4.2,54990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,HP,8,DDR4 ,0,512
4.0,50990.0,Ryzen 5 Hexa Core Processor,35.56,Windows,LENOVO,8,DDR4 ,0,512
4.6,159990.0,Ryzen 7 Octa Core Processor,39.62,Windows,HP,16,DDR4 ,0,1000
4.0,34490.0,Intel Core i3 Processor,35.56,Windows,ASUS,4,DDR4 ,0,256
4.4,99990.0,Ryzen 9 Octa Core Processor,42.16,Windows,ASUS,16,DDR4 ,0,512
4.4,79990.0,Intel Core i5 Processor,33.78,Windows,ASUS,8,LPDDR4X ,0,512
4.1,41490.0,Intel Core i3 Processor,39.62,Windows,HP,8,DDR4 ,1000,256
4.3,206581.0,Ryzen 7 Octa Core Processor,39.62,Windows,DELL,16,DDR5 ,0,1000
4.3,59990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,ASUS,8,DDR4 ,0,512
4.3,62990.0,Intel Core i5 Processor,39.62,Windows,ACER,16,DDR4 ,0,512
4.3,194990.0,Ryzen 9 Octa Core Processor,39.62,Windows,ASUS,16,DDR5 ,0,1000
4.4,62990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,ASUS,8,DDR4 ,1000,256
4.5,61990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,LENOVO,8,DDR4 ,0,512
4.0,105990.0,Ryzen 7 Octa Core Processor,39.62,Windows,ASUS,16,DDR5 ,0,1000
5.0,155490.0,Intel Core i7 Processor,39.62,Windows,ACER,16,DDR5 ,0,1000
4.3,19990.0,Intel Celeron Dual Core Processor,35.81,Windows,ULTIMUS,4,LPDDR4 ,0,128
3.9,63990.0,Intel Core i5 Processor,39.62,Windows,HP,8,DDR4 ,0,512
4.4,124990.0,Intel Core i9 Processor,39.62,Windows,ACER,16,DDR4 ,0,1000
5.0,30100.0,Intel Celeron Dual Core Processor,35.56,Windows,LENOVO,4,DDR4 ,0,256
4.3,199990.0,Intel Core i7 Processor,43.94,Windows,HP,32,DDR5 ,0,1000
4.5,61130.0,Intel Core i5 Processor,39.62,Windows,ACER,8,DDR4 ,1000,256
4.3,40990.0,Intel Core i3 Processor,39.62,Windows,LENOVO,8,DDR4 ,1000,256
4.4,75990.0,Intel Core i5 Processor,39.62,Windows,ASUS,8,DDR4 ,0,1000
4.3,46890.0,Intel Core i3 Processor,39.62,Windows,HP,8,DDR4 ,0,512
3.8,89990.0,Intel Core i7 Processor,35.56,Windows,ASUS,16,DDR4 ,0,512
4.0,59790.0,Intel Core i5 Processor,39.62,Windows,DELL,8,DDR4 ,0,512
4.1,125990.0,Intel Core i9 Processor,39.62,Windows,MSI,16,DDR4 ,0,1000
4.3,249990.0,Ryzen 7 Octa Core Processor,40.64,Windows,ASUS,32,DDR5 ,0,2000
4.0,149990.0,Ryzen 7 Octa Core Processor,39.62,Windows,ASUS,16,DDR5 ,0,1000
4.8,36990.0,Intel Pentium Quad Core Processor,39.62,Windows,DELL,8,DDR4 ,0,256
4.3,85990.0,Intel Core i5 Processor,39.62,Windows,ASUS,16,DDR4 ,0,512
4.2,60990.0,Ryzen 7 Octa Core Processor,35.56,Windows,HP,8,DDR4 ,0,512
4.4,87900.0,Intel Core i5 Processor,39.62,Windows,DELL,8,DDR5 ,0,512
4.5,117990.0,Intel Core i7 Processor,39.62,Windows,ACER,16,DDR4 ,1000,512
4.3,61497.0,Intel Core i5 Processor,39.62,Windows,DELL,8,DDR4 ,1000,256
4.3,70400.0,Ryzen 5 Hexa Core Processor,40.89,Windows,HP,8,DDR4 ,0,512
4.0,69000.0,Intel Core i5 Processor,35.56,Windows,LENOVO,16,DDR4 ,0,512
4.3,149990.0,Ryzen 7 Octa Core Processor,39.62,Windows,ASUS,16,DDR5 ,0,1000
4.3,96579.0,Ryzen 5 Hexa Core Processor,40.89,Windows,HP,8,DDR5 ,0,512
4.2,101990.0,Intel Core i7 Processor,39.62,Windows,DELL,16,DDR4 ,0,512
4.3,94990.0,Ryzen 7 Octa Core Processor,40.89,Windows,HP,8,DDR5 ,0,512
4.3,314990.0,Intel Core i7 Processor,43.94,Windows,MSI,32,DDR5 ,0,2000
4.3,46900.0,Intel Core i3 Processor,38.1,Windows,DELL,8,DDR4 ,1000,256
4.3,331990.0,Intel Core i9 Processor,40.64,Windows,ASUS,32,DDR5 ,0,2000
4.6,116490.0,Intel Core i7 Processor,39.62,Windows,DELL,16,DDR5 ,0,1000
4.3,64590.0,Ryzen 3 Hexa Core Processor,39.62,Windows,HP,8,DDR4 ,0,512
3.9,137990.0,Intel Core i7 Processor,39.62,Windows,DELL,16,DDR5 ,0,1000
4.1,55690.0,Intel Core i5 Processor,35.56,Windows,DELL,8,DDR4 ,0,512
4.2,109990.0,Intel Core i7 Processor,39.62,Windows,LENOVO,16,DDR4 ,0,512
4.3,79990.0,Intel Core i7 Processor,39.62,Windows,ASUS,8,DDR4 ,1000,256
4.3,130500.0,Ryzen 9 Octa Core Processor,40.64,Windows,ASUS,16,DDR4 ,0,1000
4.3,361990.0,Ryzen 9 Octa Core Processor,40.64,Windows,ASUS,32,DDR5 ,0,2000
4.3,211990.0,Ryzen 9 Octa Core Processor,40.64,Windows,ASUS,16,DDR5 ,0,1000
4.4,39890.0,Intel Core i3 Processor,38.1,Windows,DELL,4,DDR4 ,0,256
3.7,139990.0,Intel Core i7 Processor,39.62,Windows,MSI,16,DDR4 ,0,1000
4.5,99990.0,Intel Core i7 Processor,39.62,Windows,MSI,16,DDR4 ,1000,256
4.5,66700.0,Intel Core i5 Processor,35.56,Windows,HP,16,DDR4 ,0,512
4.3,68990.0,Intel Core i5 Processor,39.62,Windows,DELL,8,DDR4 ,1000,256
4.3,434830.0,Intel Core i9 Processor,43.94,Windows,DELL,32,DDR4 ,0,1000
4.6,345390.0,Intel Core i9 Processor,39.62,Windows,ALIENWARE,32,DDR4 ,0,1000
4.3,105822.0,Intel Core i7 Processor,39.62,Windows,HP,16,DDR4 ,0,512
4.2,66990.0,Intel Core i5 Processor,39.62,Windows,LENOVO,16,DDR4 ,0,512
3.5,86999.0,Intel Core i5 Processor,39.62,Windows,ACER,8,DDR4 ,0,512
4.3,36990.0,Intel Core i3 Processor,39.62,Windows,ASUS,8,DDR4 ,0,256
3.7,23250.0,Intel Celeron Dual Core Processor,29.46,Windows,LENOVO,4,DDR4 ,0,256
4.3,42390.0,Intel Core i3 Processor,35.56,Windows,DELL,8,DDR4 ,0,256
4.2,58990.0,Intel Core i5 Processor,35.56,Windows,LENOVO,8,DDR4 ,0,512
4.8,110990.0,Intel Core i7 Processor,39.62,Windows,ASUS,16,DDR4 ,0,1000
4.6,74590.0,Intel Core i5 Processor,39.62,Windows,ACER,8,DDR4 ,1000,128
4.7,71990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,DELL,8,DDR4 ,0,512
4.3,84990.0,Intel Core i5 Processor,35.56,Windows,LENOVO,16,DDR4 ,0,512
4.3,119990.0,Ryzen 7 Octa Core Processor,33.78,Windows,ASUS,16,LPDDR5 ,0,1000
4.3,214990.0,Intel Core i7 Processor,39.62,Windows,MSI,32,DDR4 ,0,1000
4.2,48790.0,Intel Core i3 Processor,35.56,Windows,MSI,8,DDR4 ,0,512
4.3,76000.0,Ryzen 7 Octa Core Processor,40.64,Windows,DELL,16,DDR4 ,0,512
5.0,224990.0,Ryzen 9 Octa Core Processor,34.04,Windows,ASUS,32,LPDDR4X ,0,1000
4.1,49990.0,Intel Core i3 Processor,39.62,Windows,INFINIX,8,LPDDR4X ,0,512
4.3,164990.0,Intel Core i7 Processor,34.04,Windows,ASUS,16,LPDDR5 ,0,512
3.9,31490.0,Ryzen 3 Dual Core Processor,39.62,Windows,HP,8,DDR4 ,0,256
4.3,48077.0,Intel Core i3 Processor,39.62,Windows,DELL,8,DDR4 ,0,512
4.6,154990.0,Ryzen 9 Octa Core Processor,39.62,Windows,ASUS,16,DDR4 ,0,1000
4.6,224990.0,Intel Core i7 Processor,39.62,Windows,ASUS,32,DDR4 ,0,1000
4.4,65990.0,Intel Core i5 Processor,39.62,Windows,ASUS,8,DDR4 ,0,512
5.0,38980.0,Intel Core i3 Processor,35.56,Windows,LENOVO,8,DDR4 ,0,256
4.4,68990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,HP,8,DDR4 ,0,512
4.0,43090.0,Intel Core i3 Processor,39.62,Windows,DELL,8,DDR4 ,0,256
4.3,49348.0,Intel Core i3 Processor,39.62,Windows,DELL,8,DDR4 ,0,512
4.3,221774.0,Intel Core i7 Processor,39.62,Windows,DELL,16,DDR5 ,0,512
4.0,73990.0,Ryzen 5 Hexa Core Processor,39.62,Windows,LENOVO,8,DDR4 ,0,512
4.3,77990.0,Ryzen 7 Octa Core Processor,40.64,Windows,DELL,16,DDR4 ,0,512
4.1,214790.0,Intel Core i7 Processor,39.62,Windows,ALIENWARE,16,DDR4 ,0,1000
4.9,199990.0,Intel Core i7 Processor,39.62,Windows,ALIENWARE,16,DDR4 ,0,512
4.3,52414.0,Ryzen 5 Hexa Core Processor,35.56,Windows,DELL,8,DDR4 ,0,512
5.0,179990.0,Intel Core i7 Processor,40.64,Windows,ASUS,16,DDR5 ,0,1000
4.3,80615.0,Intel Core i5 Processor,35.56,Windows,DELL,16,DDR4 ,0,512
4.3,155990.0,Ryzen 7 Octa Core Processor,39.62,Windows,ASUS,16,DDR5 ,0,1000
3.6,49990.0,Intel Core i7 Processor,35.56,Windows,INFINIX,16,LPDDR4X ,0,512
4.6,157990.0,Intel Core i7 Processor,40.64,Windows,LENOVO,16,DDR4 ,0,1000
4.3,92990.0,Intel Core i5 Processor,39.62,Windows,ASUS,16,DDR5 ,0,512
4.3,171990.0,Ryzen 7 Octa Core Processor,40.64,Windows,ASUS,16,DDR5 ,0,1000
4.3,151990.0,Ryzen 9 Octa Core Processor,34.04,Windows,ASUS,16,LPDDR5 ,0,1000
4.3,233990.0,Intel Core i7 Processor,35.56,Windows,ASUS,16,LPDDR3 ,0,2000
4.3,76590.0,Intel Core i5 Processor,33.78,Windows,DELL,16,DDR5 ,0,512
4.6,90000.0,Ryzen 7 Octa Core Processor,39.62,Windows,HP,16,DDR4 ,0,512
3.0,125990.0,Intel Core i7 Processor,35.56,Windows,ASUS,16,LPDDR5 ,0,512
4.2,50990.0,Intel Core i5 Processor,39.62,Windows,LENOVO,8,DDR4 ,1000,256
